,urlDrugName,rating,effectiveness,condition,sideEffects
1181,nuvigil,10,Highly Effective,cocaine dependency,No Side Effects
1182,paxil,1,Moderately Effective,depression,Mild Side Effects
1183,macrobid,1,Ineffective,bladder infection,Extremely Severe Side Effects
1184,prednisone,9,Highly Effective,nasal polyps,No Side Effects
1185,lunesta,8,Considerably Effective,insomnia,Mild Side Effects
1186,prozac,10,Highly Effective,depression,Mild Side Effects
1187,minocycline,7,Highly Effective,adult acne,No Side Effects
1188,wellbutrin-sr,9,Highly Effective,depression,Mild Side Effects
1189,prilosec,4,Marginally Effective,heartburn/gerd,Moderate Side Effects
1190,elavil,10,Highly Effective,chronic headaches,Mild Side Effects
1191,ampicillin,7,Considerably Effective,acne,No Side Effects
1192,adipex-p,10,Highly Effective,to lose 30 pounds,Mild Side Effects
1193,ultram,8,Considerably Effective,budging disk in neck,Mild Side Effects
1194,adderall,7,Highly Effective,add,Moderate Side Effects
1195,claripel-cream,7,Considerably Effective,pigmentation,No Side Effects
1196,zoloft,8,Considerably Effective,head injuries,No Side Effects
1197,cipro,9,Highly Effective,urinary tract infection,No Side Effects
1198,xenical,8,Highly Effective,contraception,Mild Side Effects
1199,pravachol,10,Highly Effective,ldl cholesterol,No Side Effects
1200,prednisone,10,Highly Effective,"relapsing remitting ms, possible neuro sarcoidosis",Moderate Side Effects
1201,imitrex,8,Highly Effective,daily migraines 2-3 times a day,Moderate Side Effects
1202,proscar,4,Moderately Effective,hair loss,Mild Side Effects
1203,lexapro,7,Considerably Effective,anxiety,No Side Effects
1204,spironolactone,8,Considerably Effective,acne,Moderate Side Effects
1205,lamictal,10,Highly Effective,epilepsy,Mild Side Effects
1206,albuterol,2,Marginally Effective,chronic bronch/asthma,No Side Effects
1207,celebrex,8,Considerably Effective,pain,No Side Effects
1208,zyrtec,8,Considerably Effective,severe allergies,Moderate Side Effects
1209,atarax,10,Highly Effective,itching/psosiasis,No Side Effects
1210,vyvanse,6,Highly Effective,adhd (attention deficit hyperactive disorder),Severe Side Effects
1211,tenormin,9,Highly Effective,atrial frbulation,No Side Effects
1212,topamax,7,Considerably Effective,migraines,Mild Side Effects
1213,nuvaring,1,Moderately Effective,birth control,Extremely Severe Side Effects
1214,claritin,1,Ineffective,"allergies sneezing , watery runny nose",No Side Effects
1215,lumigan,10,Highly Effective,glucoma,Mild Side Effects
1216,lamisil,1,Ineffective,fungal toenails,Severe Side Effects
1217,seasonique,9,Highly Effective,birth control,Moderate Side Effects
1218,isoniazid,7,Highly Effective,tuberculosis,No Side Effects
1219,lyrica,5,Considerably Effective,pain in my legs,Moderate Side Effects
1220,crestor,10,Highly Effective,high colesteral,No Side Effects
1221,amoxil,8,Highly Effective,a boil,Severe Side Effects
1222,levoxyl,10,Highly Effective,hypothyroid,Mild Side Effects
1223,mirena,3,Highly Effective,birth control,Severe Side Effects
1224,xanax-xr,8,Highly Effective,anxiety rapid onset,Mild Side Effects
1225,yasmin,9,Considerably Effective,cure for acne,Mild Side Effects
1226,omnitrope,7,Moderately Effective,hgh deficiency & hiv,No Side Effects
1227,differin,8,Considerably Effective,acne,Mild Side Effects
1228,protopic,1,Ineffective,vaginal eczema,Moderate Side Effects
1229,zovirax,10,Highly Effective,allergies,No Side Effects
1230,prevacid,5,Marginally Effective,acid reflex,Severe Side Effects
1231,prometrium,4,Marginally Effective,perimenopause symptoms,Mild Side Effects
1232,depo-provera,5,Highly Effective,birth control,Severe Side Effects
1233,percocet,10,Highly Effective,pain,No Side Effects
1234,xanax,10,Highly Effective,anxiety/trouble sleeping,No Side Effects
1235,topamax,10,Highly Effective,epilepsy,Mild Side Effects
1236,effexor,7,Moderately Effective,depression,Mild Side Effects
1237,paxil,2,Ineffective,depression,Severe Side Effects
1238,seasonique,9,Highly Effective,prevent menstral migranes,Mild Side Effects
1239,ambien-cr,10,Highly Effective,can't sleep,No Side Effects
1240,cataflam,10,Highly Effective,lower back pain,No Side Effects
1241,niaspan,8,Considerably Effective,cholesterol problems,Mild Side Effects
1242,baclofen,9,Considerably Effective,muscle pain and stiffness due to fibromyalgia,Moderate Side Effects
1243,nitrofurantoin,5,Considerably Effective,uti,Severe Side Effects
1244,synthroid,10,Highly Effective,hypothyroid,No Side Effects
1245,ultram,8,Considerably Effective,neck pain,Mild Side Effects
1246,tri-luma,3,Moderately Effective,melasma,Extremely Severe Side Effects
1247,albuterol,7,Highly Effective,asthma,Mild Side Effects
1248,synthroid,6,Moderately Effective,hypothyroidism,No Side Effects
1249,copaxone,9,Highly Effective,mulitple sclerosis,Mild Side Effects
1250,seroquel,9,Highly Effective,bipolar disorder,Severe Side Effects
1251,lamisil,1,Ineffective,toenail fungus,Severe Side Effects
1252,chantix,10,Highly Effective,smoking,No Side Effects
1253,xanax,10,Highly Effective,panic disorder,No Side Effects
1254,aricept,4,Moderately Effective,memory,Severe Side Effects
1255,augmentin,5,Considerably Effective,cat bite infection,Severe Side Effects
1256,differin,10,Highly Effective,acne,Mild Side Effects
1257,sonata,10,Highly Effective,wakefulness -- difficulty falling back asleep,No Side Effects
1258,restoril,7,Considerably Effective,sleeplessness,Mild Side Effects
1259,armour-thyroid,9,Highly Effective,hypothyroidism,No Side Effects
1260,nasacort,8,Considerably Effective,perennial rhinitis,No Side Effects
1261,ortho-tri-cyclen,9,Highly Effective,birth control,Mild Side Effects
1262,celebrex,8,Considerably Effective,arthritis,Mild Side Effects
1263,prometrium,10,Highly Effective,menopause,No Side Effects
1264,prempro,10,Highly Effective,menopause,No Side Effects
1265,metrogel,10,Highly Effective,acne rosacea,No Side Effects
1266,aygestin,9,Highly Effective,progesterone balance,No Side Effects
1267,diovan,5,Considerably Effective,hypertension,Moderate Side Effects
1268,avelox,9,Considerably Effective,sinus infection,No Side Effects
1269,provigil,7,Considerably Effective,narcalepsy,Mild Side Effects
1270,retin-a-micro,5,Moderately Effective,clearing skin,No Side Effects
1271,duac,3,Marginally Effective,acne,Mild Side Effects
1272,zyrtec,3,Considerably Effective,sinus infections/constant mucus & post nasal drip,Extremely Severe Side Effects
1273,cymbalta,7,Considerably Effective,depression,Mild Side Effects
1274,pentasa,10,Moderately Effective,ulcerative colitis,No Side Effects
1275,cymbalta,8,Highly Effective,depression,Moderate Side Effects
1276,wellbutrin,7,Moderately Effective,depression-anxiety,Mild Side Effects
1277,prozac,10,Highly Effective,depression,No Side Effects
1278,amoxil,7,Highly Effective,throat infection,Moderate Side Effects
1279,renova,9,Considerably Effective,aging skin,Mild Side Effects
1280,prozac,10,Highly Effective,depression,Mild Side Effects
1281,voltaren,10,Highly Effective,severe knee pain,No Side Effects
1282,spironolactone,10,Highly Effective,acne,Mild Side Effects
1283,spironolactone,6,Moderately Effective,hypertension,Moderate Side Effects
1284,lipitor,2,Moderately Effective,cholesterol,Moderate Side Effects
1285,efudex,8,Highly Effective,sun damage removal,Moderate Side Effects
1286,prednisolone,1,Ineffective,tendinatis,Extremely Severe Side Effects
1287,zmax,6,Moderately Effective,bronchitis,Mild Side Effects
1288,wellbutrin,10,Highly Effective,depression,No Side Effects
1289,differin,8,Considerably Effective,acne,Mild Side Effects
1290,metformin,8,Considerably Effective,diabetes type 2,Mild Side Effects
1291,citalopram,8,Considerably Effective,major depressive disorder/ anxiety,Moderate Side Effects
1292,nexium,2,Considerably Effective,acid reflux,Moderate Side Effects
1293,retin-a,8,Moderately Effective,whiteheads,Mild Side Effects
1294,wellbutrin,3,Considerably Effective,stop smoking,Moderate Side Effects
1295,byetta,1,Marginally Effective,obesity and diabetes,Severe Side Effects
1296,zovirax,10,Highly Effective,skin warts on elbow,No Side Effects
1297,wellbutrin,1,Ineffective,anxety / depression,Extremely Severe Side Effects
1298,advair-diskus,4,Marginally Effective,asthma,Moderate Side Effects
1299,cefzil,8,Considerably Effective,ear infection,Mild Side Effects
1300,wellbutrin,1,Ineffective,depression,Extremely Severe Side Effects
1301,lunesta,7,Considerably Effective,minor insomnia,Mild Side Effects
1302,prozac,8,Moderately Effective,depression,Mild Side Effects
1303,retin-a,8,Considerably Effective,acne/wrinkles,Mild Side Effects
1304,ortho-tri-cyclen,10,Highly Effective,birthcontrol,Mild Side Effects
1305,retin-a,8,Highly Effective,"initially, acne; later, anti-wrinkle",Moderate Side Effects
1306,protonix,10,Highly Effective,gerd,Mild Side Effects
1307,seroquel,1,Highly Effective,mood stabilizer taken w/ prozac,Moderate Side Effects
1308,zmax,1,Considerably Effective,strep throat,Severe Side Effects
1309,desyrel,3,Marginally Effective,"insomnia, headaches",Severe Side Effects
1310,premarin,10,Highly Effective,hysterectomy,No Side Effects
1311,lamictal,10,Highly Effective,ptsd,No Side Effects
1312,flovent,10,Highly Effective,asthma,No Side Effects
1313,vasotec,7,Considerably Effective,high blood pressure,No Side Effects
1314,renova,7,Moderately Effective,acne,Mild Side Effects
1315,effexor-xr,10,Highly Effective,depression,No Side Effects
1316,warfarin,6,Considerably Effective,heart condition,Moderate Side Effects
1317,flexeril,7,Moderately Effective,chronic musculoskeletal pain (neck/back),Moderate Side Effects
1318,lunesta,9,Considerably Effective,poor sleep with frequent wakefulness,No Side Effects
1319,claritin,7,Moderately Effective,allergy,No Side Effects
1320,armour-thyroid,10,Highly Effective,hypothyroidism,No Side Effects
1321,morphine,10,Considerably Effective,post surgery extreme pain,No Side Effects
1322,seroquel,4,Highly Effective,sleep aid,Severe Side Effects
1323,fosamax,1,Marginally Effective,loss of bone density in spine,Severe Side Effects
1324,rifadin,8,Considerably Effective,mrsa abcess,No Side Effects
1325,lybrel,1,Ineffective,no more period,Moderate Side Effects
1326,nexium,10,Highly Effective,acid reflux,No Side Effects
1327,claritin,8,Highly Effective,allergy,Mild Side Effects
1328,ultram,10,Highly Effective,post cosmetic surgery complications,Moderate Side Effects
1329,provigil,10,Highly Effective,shift disorder,Mild Side Effects
1330,zyrtec,9,Highly Effective,allergies,Mild Side Effects
1331,humira,7,Moderately Effective,crohn's disease,No Side Effects
1332,albuterol,7,Highly Effective,asthma,Mild Side Effects
1333,paxil,1,Considerably Effective,depression,Severe Side Effects
1334,dispermox,8,Highly Effective,jaw abscess,Moderate Side Effects
1335,premarin-vaginal,9,Highly Effective,vaginal dryness,No Side Effects
1336,neurontin,6,Moderately Effective,chronic pain (neck and migraines),Moderate Side Effects
1337,doryx,9,Highly Effective,adult acne,Mild Side Effects
1338,renova,4,Moderately Effective,wrinkles,Moderate Side Effects
1339,advair-hfa,9,Considerably Effective,constant coughing due to mucous,No Side Effects
1340,lyrica,10,Highly Effective,fibromyalgia,Mild Side Effects
1341,mirtazapine,6,Ineffective,anxiety/insomnia,Moderate Side Effects
1342,cozaar,8,Considerably Effective,blood pressure,Mild Side Effects
1343,accutane,5,Highly Effective,cystic acne,Severe Side Effects
1344,ortho-tri-cyclen-lo,8,Highly Effective,birth control,Mild Side Effects
1345,valtrex,10,Highly Effective,coldsores,Mild Side Effects
1346,doxycycline,8,Considerably Effective,rosacea,No Side Effects
1347,effexor,9,Highly Effective,depression/ cfs,Moderate Side Effects
1348,vyvanse,9,Highly Effective,add,Mild Side Effects
1349,levoxyl,10,Considerably Effective,thyroid,No Side Effects
1350,acyclovir,7,Highly Effective,shingles,No Side Effects
1351,augmentin,5,Considerably Effective,cat bite infection,Severe Side Effects
1352,chantix,10,Highly Effective,smoking cessation,Moderate Side Effects
1353,levaquin,8,Highly Effective,sinus infections,Mild Side Effects
1354,cipro,8,Highly Effective,pneumonia,Moderate Side Effects
1355,desyrel,10,Highly Effective,fibromyalgia,Moderate Side Effects
1356,oxycodone-and-acetaminophen,7,Moderately Effective,neck and back pain,Moderate Side Effects
1357,celebrex,7,Moderately Effective,anti-inflammatory/pain,No Side Effects
1358,doxycycline,6,Moderately Effective,infected throat and lung,Moderate Side Effects
1359,synthroid,10,Highly Effective,hashimoto's hypothyroidism,No Side Effects
1360,doxycycline,8,Considerably Effective,acne and perioral dermatitis,Moderate Side Effects
1361,proscar,7,Considerably Effective,hairloss,Moderate Side Effects
1362,differin,9,Considerably Effective,acne,No Side Effects
1363,asmanex,10,Highly Effective,asthma,No Side Effects
1364,propecia,8,Considerably Effective,hair loss,Mild Side Effects
1365,zyrtec,10,Highly Effective,itching,Mild Side Effects
1366,zovirax,7,Moderately Effective,"cold sore, fever blister",No Side Effects
1367,elidel,6,Marginally Effective,eczema,Mild Side Effects
1368,prozac,7,Considerably Effective,depression,Mild Side Effects
1369,claripel-cream,9,Highly Effective,hyperpigmatation,No Side Effects
1370,nexium,7,Considerably Effective,gerd,Mild Side Effects
1371,proquin-xr,10,Highly Effective,urinary tract infrection,No Side Effects
1372,amoxil,9,Highly Effective,chest infection,Moderate Side Effects
1373,flexeril,7,Considerably Effective,restless sleep,Moderate Side Effects
1374,augmentin,7,Highly Effective,migraine in assoc /w upper resp infection,No Side Effects
1375,lexapro,9,Highly Effective,depression & anxiety,Mild Side Effects
1376,effexor,9,Highly Effective,depression,Severe Side Effects
1377,cipro,1,Considerably Effective,urinary tract infection,Extremely Severe Side Effects
1378,prednisone,3,Highly Effective,severe recurrent sinus infections,Moderate Side Effects
1379,lipitor,10,Highly Effective,high cholestrol,No Side Effects
1380,lexapro,10,Considerably Effective,depression,No Side Effects
1381,methotrexate,8,Highly Effective,rheumatoid arthritis,Mild Side Effects
1382,tamiflu,9,Considerably Effective,swine flu like illness in a pandemic,No Side Effects
1383,inspra,2,Considerably Effective,conn's syndrome,Severe Side Effects
1384,flonase,8,Considerably Effective,chronic sinusitis,No Side Effects
1385,sulfasalazine,10,Highly Effective,psoriatic arthritis,No Side Effects
1386,evista,1,Ineffective,osteopenia,Severe Side Effects
1387,concerta,3,Marginally Effective,add - mild depression,Severe Side Effects
1388,carac,7,Considerably Effective,actinic keratoses,No Side Effects
1389,zoloft,4,Marginally Effective,depression,Severe Side Effects
1390,minocycline,1,Ineffective,acne,Severe Side Effects
1391,prempro,10,Highly Effective,"hot flashes, depression",No Side Effects
1392,prilosec,3,Moderately Effective,acid reflux,Extremely Severe Side Effects
1393,xanax,9,Highly Effective,difficulty sleeping,Mild Side Effects
1394,imuran,7,Considerably Effective,lupus,Mild Side Effects
1395,diflucan,9,Considerably Effective,vaginal yeast infection,No Side Effects
